x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.0485526323318481,-0.0570476055145263,-0.0158324477822304,-0.0759086608886718,-0.1407240629196167,-0.0194339057058812,-0.0846309065818786,-0.2137266099452972,-0.0262028904259921,-0.0874161720275878,-0.2712888717651367,-0.0293240690232039,-0.0438827276229858,-0.189788281917572,0.0215209858863829,-0.0431477427482605,-0.2383554577827453,-0.0056576597132504,-0.0386223196983337,-0.1808880269527435,-0.0248897740245581,-0.036568284034729,-0.1304591000080108,-0.0315554955602408,-0.0124589800834655,-0.1830635666847229,0.0205443879961251,-0.0137728452682495,-0.2285691797733307,-0.0120310302451969,-0.0137465596199035,-0.1595068573951721,-0.0261918728799344,-0.015089213848114,-0.1043551564216613,-0.0250250467658759,0.0167415142059326,-0.169326901435852,0.0135494755952834,0.015109360218048,-0.2095310986042022,-0.0189474535734177,0.0096027851104736,-0.1410985589027404,-0.016891808584404,0.0043830871582031,-0.0861612558364868,-0.0030488642957777,0.0448266267776489,-0.1522202789783477,0.0050930307618557,0.0413649678230285,-0.1893617510795593,-0.0141954201833129,0.033465564250946,-0.1448306143283844,-0.0076162213087798,0.0290408134460449,-0.1062406301498413,0.0053694622031628,A
0.0,0.0,0.0,-0.0497252941131591,-0.0579667091369628,-0.0156521809583125,-0.0775132775306701,-0.1410127878189087,-0.0189582438503919,-0.0865023136138916,-0.213911771774292,-0.0254825440531192,-0.0888822674751281,-0.2713060975074768,-0.028344041976851,-0.0455583930015563,-0.1907770633697509,0.0239809590096058,-0.0449777245521545,-0.2382788062095642,-0.0028381951449034,-0.040220022201538,-0.1810179650783538,-0.0224728429054437,-0.0381777882575988,-0.1309598088264465,-0.0295269166415153,-0.0142701268196105,-0.1845892071723938,0.0231592475140871,-0.0156335830688476,-0.2296699285507202,-0.0093591998627005,-0.015409231185913,-0.1604593992233276,-0.0244106178467689,-0.0170843601226806,-0.1049256920814514,-0.0238178869073806,0.0148480534553527,-0.1713940501213073,0.0162455464417519,0.012927234172821,-0.2111825048923492,-0.0163153403734384,0.0074740052223205,-0.142859399318695,-0.0150935438757358,0.0019671320915222,-0.0876721739768982,-0.0017116675914792,0.0428796410560607,-0.1548626720905304,0.0079081698025049,0.0392255187034606,-0.1904776692390442,-0.0115252382417736,0.0318673253059387,-0.1458427608013153,-0.0054494285320458,0.0274697542190551,-0.1075304150581359,0.0072571846360744,A
0.0,0.0,0.0,-0.04876708984375,-0.0575127601623535,-0.0156675509494448,-0.0763666629791259,-0.1406871974468231,-0.0191244322192574,-0.0857059359550476,-0.213335633277893,-0.0258168417346382,-0.0886076688766479,-0.2710649967193603,-0.0288241549712324,-0.0452792644500732,-0.1910084187984466,0.0234786060321425,-0.04500013589859,-0.2388932406902313,-0.0035977209769839,-0.0400494337081909,-0.1811020374298095,-0.0232030215990448,-0.0379275679588317,-0.130416065454483,-0.030104440389266,-0.0140596628189086,-0.1847496330738067,0.0225582805144881,-0.0159422159194946,-0.2308986783027649,-0.0099083648380542,-0.0155533552169799,-0.1615667343139648,-0.0248022160810137,-0.0169320702552795,-0.1060417890548706,-0.024029270498147,0.0153349637985229,-0.1714018285274505,0.0155554146188592,0.0129590630531311,-0.211998850107193,-0.017004922716012,0.0076508522033691,-0.1434692740440368,-0.0156336452197933,0.0024732947349548,-0.0882609486579895,-0.0020896582715863,0.0437487959861755,-0.1545997560024261,0.007142786649922,0.0394343137741088,-0.1911122798919677,-0.0121780584883595,0.0320527553558349,-0.1463212370872497,-0.0058876855616176,0.0280027985572814,-0.107833981513977,0.0069874308686053,A
0.0,0.0,0.0,-0.0496460199356079,-0.0591498017311096,-0.015040043382072,-0.0776678919792175,-0.1415642201900482,-0.018069439208233,-0.0867304801940918,-0.2136773467063903,-0.024379464438283,-0.0894249677658081,-0.27023446559906,-0.0268461430576678,-0.0453305840492248,-0.190394639968872,0.0234226280691984,-0.044488787651062,-0.2400103211402893,-0.0026102327873047,-0.0412653088569641,-0.1815228462219238,-0.0211797790733214,-0.0399559140205383,-0.1318519413471222,-0.0277675861624118,-0.01438570022583,-0.1839452087879181,0.0223532741757992,-0.0161466002464294,-0.229390799999237,-0.0096998239067431,-0.0160885453224182,-0.1601415872573852,-0.0241432977971669,-0.017357587814331,-0.1055321097373962,-0.0233876170721885,0.0145223140716552,-0.1707864999771118,0.0153332514557007,0.0121482610702514,-0.2114935219287872,-0.0163570089397069,0.0068146586418151,-0.1439466774463653,-0.0146871140358086,0.0018160343170166,-0.0893956422805786,-0.0014495616677265,0.0424540638923645,-0.1540535986423492,0.0068696377667549,0.0384502410888671,-0.1900163292884826,-0.0122887451333042,0.0309569835662841,-0.1458591222763061,-0.0063905432951685,0.0268288850784301,-0.1075091958045959,0.005969535453147,A
0.0,0.0,0.0,-0.0499200820922851,-0.0574437379837036,-0.0147240038841118,-0.0781032443046569,-0.1409916877746582,-0.0183488380043854,-0.0866845846176147,-0.2139892876148224,-0.0253148402898659,-0.088908851146698,-0.2711840569972992,-0.0286105133473029,-0.0457891225814819,-0.1903403997421264,0.0209049221248278,-0.0454157590866088,-0.2408770620822906,-0.0057736763610591,-0.0422823429107666,-0.1825382709503173,-0.0245089240252127,-0.0404788255691528,-0.1326439678668975,-0.0311967551588168,-0.014422059059143,-0.1843808591365814,0.0190664578349242,-0.0164054036140441,-0.2312662303447723,-0.0130369251473894,-0.0166980028152465,-0.1605925858020782,-0.0265737593053927,-0.0175219774246215,-0.1054440736770629,-0.0252000510572543,0.014795184135437,-0.1712470054626464,0.0114090435326943,0.0116710662841796,-0.2136827707290649,-0.0197966851173987,0.0063173770904541,-0.1449627578258514,-0.0166412915914406,0.0020325779914855,-0.0900457501411438,-0.002642767771249,0.0428724884986877,-0.1542609930038452,0.0022465742313215,0.038040280342102,-0.1920040547847747,-0.0162342384337534,0.0305113196372985,-0.1475780010223388,-0.0091008113577117,0.0269057750701904,-0.1088859438896179,0.0039539795488963,A
0.0,0.0,0.0,-0.0493645071983337,-0.0574632287025451,-0.0154258757198419,-0.0777114033699035,-0.141337513923645,-0.0191103675702777,-0.0866824984550476,-0.2148658037185669,-0.025898517046329,-0.089584469795227,-0.2729310989379883,-0.0289700263479915,-0.0467157363891601,-0.1903042197227478,0.0204925435295137,-0.0461335182189941,-0.2410200834274292,-0.0061622238086727,-0.0419471263885498,-0.1828716993331909,-0.0248534278312888,-0.0399399399757385,-0.1327302455902099,-0.0314670232424703,-0.0150972008705139,-0.1846239864826202,0.0192094864954981,-0.0164524912834167,-0.2317205369472503,-0.0127349094787803,-0.0162231922149658,-0.1617047190666198,-0.026409664128181,-0.0174798369407653,-0.1064344048500061,-0.0252169099936452,0.0143452286720275,-0.1718085408210754,0.0120740431060824,0.0119641423225402,-0.2140890657901764,-0.0192629014441934,0.0069593787193298,-0.1458750367164611,-0.0166036476681199,0.0022637844085693,-0.0910866260528564,-0.0029336811809059,0.0425747036933898,-0.1552248001098632,0.0034347775557819,0.0379688739776611,-0.1921526193618774,-0.0154330580795374,0.0307486653327941,-0.1477326154708862,-0.0087872426325645,0.0269829034805297,-0.1092829704284668,0.003965321525726,A
0.0,0.0,0.0,-0.0502486824989318,-0.0571943521499633,-0.0153626101008796,-0.0787835121154785,-0.1402227878570556,-0.0188647573731088,-0.0876860618591308,-0.2136009037494659,-0.0255064861766243,-0.0901854038238525,-0.2708344161510467,-0.0283174859277153,-0.0472448468208313,-0.1879855096340179,0.021396663979516,-0.0459420084953308,-0.2389795780181884,-0.0050763422540569,-0.042494773864746,-0.1807940304279327,-0.023460843592062,-0.0408073663711547,-0.1310444772243499,-0.029720430254116,-0.0156826972961425,-0.1817517876625061,0.0203381711699819,-0.0172617435455322,-0.2291152477264404,-0.0114908609456563,-0.0171891450881958,-0.1596293151378631,-0.0249220458707952,-0.0179945826530456,-0.1049975156784057,-0.0234385998836899,0.0134055614471435,-0.1687301099300384,0.0133500937455153,0.0106735825538635,-0.2103854417800903,-0.0178230954251432,0.0056558847427368,-0.1430221796035766,-0.0151386549613619,0.0015058517456054,-0.0889143943786621,-0.0013228586093703,0.0414676070213317,-0.1525219976902008,0.0048564360559737,0.0370171666145324,-0.190198540687561,-0.0133652379653597,0.0298002958297729,-0.1463531553745269,-0.0065048690802598,0.0263635516166687,-0.1080203652381897,0.0063566025429224,A
0.0,0.0,0.0,-0.0489842295646667,-0.0563597679138183,-0.0163612646609294,-0.0778577327728271,-0.1366399824619293,-0.0208043699711311,-0.088100254535675,-0.2101573348045349,-0.0282003024220216,-0.0901733636856079,-0.2682972550392151,-0.0319028609990823,-0.049665629863739,-0.1862695813179016,0.0205906944722187,-0.0473835468292236,-0.2359593510627746,-0.0065190872736025,-0.0428563356399536,-0.1784396767616272,-0.025434503480767,-0.0407322645187377,-0.1280577778816223,-0.032043449729656,-0.0180080533027648,-0.180524855852127,0.0197191367298614,-0.0189533829689025,-0.2286780178546905,-0.0123928609862673,-0.0189480185508728,-0.1604416966438293,-0.0263341387361037,-0.0205501914024353,-0.1056427955627441,-0.0252976381778466,0.0119295716285705,-0.1680416166782379,0.0128172876686107,0.0093865394592285,-0.2085217535495758,-0.0193251167982566,0.0046243667602539,-0.1411794126033783,-0.0172528439759958,2.86102294921875e-05,-0.0874350666999816,-0.0037030260171491,0.0409626960754394,-0.1519138813018798,0.0044461836479854,0.0356230735778808,-0.1891306042671203,-0.0145028533041227,0.0291785597801208,-0.144629567861557,-0.0078940476849425,0.0260426998138427,-0.1063177585601806,0.0047925755754363,A
0.0,0.0,0.0,-0.0507091879844665,-0.0566826462745666,-0.0163157712167958,-0.0796674489974975,-0.1388504803180694,-0.02001419285898,-0.0894945859909057,-0.2115444839000702,-0.0266577917582253,-0.0916679501533508,-0.2677859663963318,-0.0294089056051234,-0.0479477643966674,-0.1860106587409973,0.0212131310754557,-0.0467524528503418,-0.2371247708797454,-0.0057147023699144,-0.0431442260742187,-0.1798387765884399,-0.0245788152760724,-0.0411881804466247,-0.1311803460121154,-0.031277075359867,-0.0168943405151367,-0.1800535023212433,0.0206011329346438,-0.0184306502342224,-0.2264043688774109,-0.0123168024665574,-0.0181500911712646,-0.1571352183818817,-0.0264217610902051,-0.0185819268226623,-0.103557288646698,-0.0252985562628964,0.0117328166961669,-0.1673870980739593,0.0138900680967708,0.0092920660972595,-0.2085654139518737,-0.0181238166487673,0.0044810771942138,-0.141618937253952,-0.0159425325191477,0.0005791783332824,-0.0881839394569397,-0.0023551769054392,0.0393903851509094,-0.1517968773841858,0.0055608032771488,0.0353115797042846,-0.1881573498249054,-0.0133520476019839,0.0285500288009643,-0.1447947025299072,-0.0071863634011606,0.0255890488624572,-0.1075754761695861,0.005232810558482,A
0.0,0.0,0.0,-0.0499970912933349,-0.0555498600006103,-0.0170200078562459,-0.0794420838356018,-0.1360011398792266,-0.0213278590515813,-0.0894252657890319,-0.2104462683200836,-0.0284159689024647,-0.0923366546630859,-0.2690531015396118,-0.0317441171780785,-0.051490843296051,-0.1858335733413696,0.0207388398423233,-0.048995018005371,-0.2341992259025573,-0.0068839260191282,-0.0442801117897033,-0.1766607165336609,-0.0263279604539832,-0.042127788066864,-0.1258181035518646,-0.0332047997788151,-0.0199669599533081,-0.1804365515708923,0.0202439964934626,-0.0201478600502014,-0.22745081782341,-0.0125971606746873,-0.019910454750061,-0.159219890832901,-0.026956059299465,-0.0214748978614807,-0.1039168238639831,-0.0260971079394778,0.0095669031143188,-0.1684739589691162,0.0135660671814719,0.008147120475769,-0.2081495225429535,-0.0191468319669922,0.0031440258026123,-0.1407683193683624,-0.0172802808508834,-0.0019121766090393,-0.0866520404815673,-0.0037763670832475,0.037951648235321,-0.1530793607234954,0.0053276295959392,0.0337899327278137,-0.1882303357124328,-0.0141709915176591,0.0272722840309143,-0.1429070234298706,-0.0078642296419104,0.0237221121788024,-0.1045300364494323,0.0047267016209104,A
